geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1373397.76375258, Y: 5690315.92430697, Z: NaN",ROSA SALVA SUITES 3,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,984",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1372852.34475615, Y: 5690060.34935343, Z: NaN",SAN MARCO GARDEN HOUSE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3563/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,8
"X: 1373300.53323035, Y: 5690147.82233878, Z: NaN",TOWER SUITE SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1163",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373300.53323035, Y: 5690147.82233878, Z: NaN",LUXURY SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1163",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,5
"X: 1372636.13536481, Y: 5690183.55850134, Z: NaN",VENICE MIRRORS,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3478",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1373601.52458467, Y: 5690315.0764133, Z: NaN",SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,652",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373601.52458467, Y: 5690315.0764133, Z: NaN",SPECCHIERI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,652",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,7
"X: 1373241.7944581, Y: 5690092.10160156, Z: NaN",CA'ROSINA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1592",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373241.7944581, Y: 5690092.10160156, Z: NaN",CASANOVA APARTMENT SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1592",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372747.54959034, Y: 5690277.37658546, Z: NaN",SUITEDELUX3836,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3838",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372766.04470288, Y: 5690359.86469662, Z: NaN",PAOLA ERMINIA MARIA MARION,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3926",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1372898.17807892, Y: 5689816.92419432, Z: NaN",GIGLIO SUITE APARTMENT 2476,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2476",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,6
"X: 1372594.42499658, Y: 5690137.65857349, Z: NaN",SAN SAMUELE,BIELINSKY CLAUDIA ROSA,"SAN MARCO,3432",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,maisonsansamuele@gmail.com,CENTRO STORICO,0,2,3
"X: 1373031.1703853, Y: 5690130.94062145, Z: NaN",CA FENICIE,MARINI MATTEO,"SAN MARCO,1893",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3478543326     ,yourapartmentinvenice.info@gmail.com,CENTRO STORICO,0,4,7
"X: 1373560.19152014, Y: 5690389.85466645, Z: NaN",SPECCHIERI 1,SGA SRL,"SAN MARCO,474",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,04211886010    ,alessandra@mjhgroup.it,CENTRO STORICO,0,2,3
"X: 1373560.19152014, Y: 5690389.85466645, Z: NaN",SPECCHIERI 2,SGA SRL,"SAN MARCO,474",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,04211886010    ,alessandra@mjhgroup.it,CENTRO STORICO,0,2,3
"X: 1373261.16050378, Y: 5690575.67159374, Z: NaN",SAN SALVATORE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4827",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1372865.07264331, Y: 5689997.53808844, Z: NaN",DOMUS SUPERIOR,BERINI CHIARA,"SAN MARCO,2561",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,7
"X: 1372865.07264331, Y: 5689997.53808844, Z: NaN",DOMUS SUPERIOR 2,BORTOLAN MARCO,"SAN MARCO,2561",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1372865.07264331, Y: 5689997.53808844, Z: NaN",CA' MARIA CALLAS,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2561",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1372633.22112933, Y: 5690301.42548904, Z: NaN",LYDIA GRONDIN GIRAUDET,GRONDIN GIRAUDET LYDIA,"SAN MARCO,3870",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,9
"X: 1372633.22112933, Y: 5690301.42548904, Z: NaN",PALAZZO SANDI - VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3870",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373166.38913805, Y: 5690058.22557517, Z: NaN",CA' FILIPPA 1,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1621",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1373415.8966299, Y: 5690772.28172073, Z: NaN",CORTE DELL'ORSO GRANDE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,5502",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373415.8966299, Y: 5690772.28172073, Z: NaN",CORTE DELL' ORSO PICCOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,5502",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373582.97544428, Y: 5690445.70333589, Z: NaN",CA' ORNELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,512",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373582.97544428, Y: 5690445.70333589, Z: NaN",VERENA,ZAMBOTTI VERENA,"SAN MARCO,512",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373582.97544428, Y: 5690445.70333589, Z: NaN",CA' SIMONNE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,512",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,6
"X: 1372683.13687269, Y: 5690196.2847754, Z: NaN",VENICE ART NICHE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3517",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372843.66323767, Y: 5690204.37109815, Z: NaN",CASA MANDOLA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3631",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372449.15047841, Y: 5690046.72879283, Z: NaN",BEAUTYFUL VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3172",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372442.19438791, Y: 5690041.14487326, Z: NaN",CASA CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3174",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1373255.40872879, Y: 5690037.6118671, Z: NaN",OTELLO,DEI GRIMANI SRL,"SAN MARCO,1533",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3312855888     ,info@venicedreamhouse.com,CENTRO STORICO,0,1,2
"X: 1373255.40872879, Y: 5690037.6118671, Z: NaN",MELUSINA BOCCA DI PIAZZA,MASIN SERVICES SRLS,"SAN MARCO,1533",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1372505.63247646, Y: 5689917.86638971, Z: NaN",MOON LIGHT ATTIC,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2937",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373058.64403068, Y: 5690124.27653864, Z: NaN",FENICE SUITES A,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1861",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1373069.79514285, Y: 5690133.67024936, Z: NaN",LAFENICE306,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1859",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1373069.79514285, Y: 5690133.67024936, Z: NaN",LA FENICE200,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1859",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1373069.79514285, Y: 5690133.67024936, Z: NaN",LAFENICE303,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1859",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1373069.79514285, Y: 5690133.67024936, Z: NaN",LAFENICE300,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1859",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1373069.79514285, Y: 5690133.67024936, Z: NaN",LA FENICE203,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1859",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372888.86537547, Y: 5690173.03980236, Z: NaN",CONTESSINA OLGA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3605",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372888.86537547, Y: 5690173.03980236, Z: NaN",BREAKFAST AT SAN MAURIZIO'S,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3605",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
"X: 1372888.86537547, Y: 5690173.03980236, Z: NaN",ROMANTIC ESCAPADE IN VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3605",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372478.72402693, Y: 5690029.63908798, Z: NaN",SANTO STEFANO CONTEMPORARY CHIC,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3091",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1372557.33446466, Y: 5690115.20781769, Z: NaN",CA' VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3125/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,7
"X: 1373034.46814834, Y: 5689841.44588997, Z: NaN",APPARTAMENTOGIOVANNA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2316",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1373034.46814834, Y: 5689841.44588997, Z: NaN",APPARTAMENTORENATO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2316",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
