geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1371830.5797923, Y: 5690488.03838357, Z: NaN",S04,TRE SRL - IN FALLIMENTO,"SANTA CROCE,34",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,041974659      ,info@rent-it-venice.it,CENTRO STORICO,0,3,6
"X: 1371745.17873779, Y: 5690977.4696662, Z: NaN",CA' LUDOVICA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,594",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372211.92093064, Y: 5691301.29314416, Z: NaN",HINC DOMUS,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1332/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
"X: 1372024.59798114, Y: 5691204.48748055, Z: NaN",CADAMORE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1213",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,4
"X: 1371664.53423731, Y: 5690832.61531244, Z: NaN",SUITE DE LA LANA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,615",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,5
"X: 1372335.96673562, Y: 5691289.38303842, Z: NaN",CA DEL MONASTERO 1,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1711",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372335.96673562, Y: 5691289.38303842, Z: NaN",CA DEL MONASTERO 2,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1711",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372335.96673562, Y: 5691289.38303842, Z: NaN",CA' DEL MONASTERO 6,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1711",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372335.96673562, Y: 5691289.38303842, Z: NaN",CA' DEL MONASTERO 7,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1711",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
"X: 1372335.96673562, Y: 5691289.38303842, Z: NaN",CA DEL MONASTERO 3,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1711",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372382.779626, Y: 5691353.25465421, Z: NaN",CA NALASSO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1733",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372755.32644176, Y: 5691158.78631226, Z: NaN",CA' REGINA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2207",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,4
"X: 1372030.92402747, Y: 5691215.79360211, Z: NaN",ALLA LISTA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1214",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,2
"X: 1372044.38769896, Y: 5691344.38393153, Z: NaN",GRAND CANAL PANORAMA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1302/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,8
"X: 1371430.19394392, Y: 5690480.17523037, Z: NaN",CASA FIORI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,358/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,5
"X: 1372399.05281791, Y: 5691132.18877389, Z: NaN",I GIOIELLI DEL DOGE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1643",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,0
"X: 1372755.32644176, Y: 5691158.78631226, Z: NaN",GIACOMO SAN STAE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2207",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1371440.07990718, Y: 5690437.51606391, Z: NaN",CAVENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,354",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1372349.58825284, Y: 5691253.48532424, Z: NaN",CASA CAVAGNA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1672",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,4
"X: 1372558.14178049, Y: 5690930.5940037, Z: NaN",CA' FILOSI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2149",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
