geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1371970.4842848, Y: 5691564.14522544, Z: NaN",HOTEL SAN GEREMIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,290/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,19,24
"X: 1371587.75645811, Y: 5691450.07873427, Z: NaN",HOTEL AGLI ARTISTI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,99/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,19
"X: 1372558.57914931, Y: 5691656.14323696, Z: NaN",NUMA VENICE FORCOLA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,2353",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,20,36
"X: 1371678.31079809, Y: 5691360.91846694, Z: NaN",HOTEL FLORIDA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,106",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,22,31
"X: 1372627.86886509, Y: 5692066.65001754, Z: NaN",AI MORI D'ORIENTE DEP 3,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,3316/C    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,18,33
"X: 1371723.62784643, Y: 5691493.12477836, Z: NaN",ALBERGO SANTA LUCIA,ALBERGO SANTA LUCIA,"CANNAREGIO,358",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,041715180      ,info@hotelslucia.com,CENTRO STORICO,0,13,24
"X: 1371769.93111846, Y: 5691336.55298528, Z: NaN",HOTEL UNIVERSO & NORD,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,121",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,60,115
"X: 1371769.93111846, Y: 5691336.55298528, Z: NaN",U VISIONARY VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,121",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,43,98
"X: 1371826.91415525, Y: 5691395.14136668, Z: NaN",IL MORO DI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,152",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,52
"X: 1371826.91415525, Y: 5691395.14136668, Z: NaN",HOTEL IL MORO DI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,152",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,52
"X: 1371826.91415525, Y: 5691395.14136668, Z: NaN",IL MORO DI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,152",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,52,27
"X: 1372879.39102811, Y: 5691538.28539278, Z: NaN",HOTEL CA' VENDRAMIN DI SANTA FOSCA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,2400",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,24
"X: 1373289.89580948, Y: 5691059.32346563, Z: NaN",ANTICO DOGE,AL PONTE SRL,"CANNAREGIO,5643",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0412411570     ,info@anticodoge.com,CENTRO STORICO,0,7,18
"X: 1371938.19913043, Y: 5691448.78444715, Z: NaN",ALBERGO ADUA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,233",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,24
"X: 1371885.41416399, Y: 5691405.49448416, Z: NaN",HOTEL CONTINENTAL,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,166",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,93,166
"X: 1373247.02453027, Y: 5691335.89448925, Z: NaN",MAISON VENEZIA UNA ESPERIENZE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4173",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,28,64
"X: 1371837.30510223, Y: 5691405.12476974, Z: NaN",NAZIONALE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,158",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,88,136
"X: 1373214.19227943, Y: 5691131.13839316, Z: NaN",LOCANDA AI SANTI APOSTOLI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4391/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,24
"X: 1373024.95952588, Y: 5691189.22078506, Z: NaN",HOTEL PESARO PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,3935",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,36,94
"X: 1373312.47467421, Y: 5691231.77704953, Z: NaN",HOTEL GIORGIONE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4587",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,76,136
"X: 1371871.95354214, Y: 5691761.57499958, Z: NaN",CÀ BONFADINI DIPENDENZA,GHP SRL,"CANNAREGIO,460",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,0410986297     ,info@cabonfadini.com,CENTRO STORICO,0,9,17
"X: 1373328.94192747, Y: 5691192.40178594, Z: NaN",HOTEL MIGNON,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4535",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,15,25
"X: 1371493.80849459, Y: 5692024.40721908, Z: NaN",HOTEL CARNIVAL PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,929",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,67,140
"X: 1372402.21259968, Y: 5691824.52244647, Z: NaN",HOTEL HENRY,AURORA IMMOBILIARE SRLS,"CANNAREGIO,1506/E    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,041721843      ,locanda.salieri160@gmail.com,CENTRO STORICO,0,10,11
"X: 1371738.32256663, Y: 5691468.79220682, Z: NaN",IL MERCANTE DI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,379",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,15,25
"X: 1371703.82179026, Y: 5691523.32948982, Z: NaN",HOTEL VILLA ROSA,HOTEL VILLA ROSA S.N.C DI MARAZZI MARTINA & C.,"CANNAREGIO,389",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,041716569      ,info@villarosahotel.com,CENTRO STORICO,0,32,68
"X: 1373082.57235545, Y: 5691139.53927799, Z: NaN",HOTEL FOSCARI PALACE,FOSCARI PALACE S.R.L.,"CANNAREGIO,4200",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0415297611     ,dante@hotelbellearti.com,CENTRO STORICO,0,23,46
"X: 1371448.45889941, Y: 5692063.94564845, Z: NaN",HOTEL TRE ARCHI SRL,HOTEL TRE ARCHI SRL,"CANNAREGIO,923",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415244356     ,info@hoteltrearchi.com,CENTRO STORICO,0,34,63
"X: 1371914.92922267, Y: 5691470.28753621, Z: NaN",ADRIATICO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,224",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,041715176      ,info@venicehoteladriatico.com,CENTRO STORICO,0,12,23
"X: 1372950.89655525, Y: 5691967.01373338, Z: NaN",HOTEL HEUREKA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,3534",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,12,25
"X: 1373325.69294673, Y: 5691022.13900978, Z: NaN",HOTEL AL VAGON,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,5619",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,14
"X: 1372033.8960213, Y: 5691642.9335699, Z: NaN",HOTEL MARTE,VALGROSSA SRL,"CANNAREGIO,338",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,info@hotelmarteebiasin.com,CENTRO STORICO,0,18,25
"X: 1372842.91412337, Y: 5691517.94357787, Z: NaN",HOTEL TINTORETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,2316",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,17,31
"X: 1371646.11700974, Y: 5691385.79588918, Z: NaN",HOTEL ABBAZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,68",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,49,106
"X: 1372027.78383831, Y: 5691700.35698636, Z: NaN",HOTEL LEONE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,1250",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1372655.63731275, Y: 5691898.73783749, Z: NaN",AL MASCARON RIDENTE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,2606/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,25
"X: 1372655.63731275, Y: 5691898.73783749, Z: NaN",HOTEL AL MASCARON RIDENTE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,2606/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,25
"X: 1372336.19553676, Y: 5691727.89289324, Z: NaN",LEONARDO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,1385",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,16,25
"X: 1371839.63119816, Y: 5691400.13541066, Z: NaN",HOTEL PRINCIPE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,146",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,150,304
"X: 1373732.90988304, Y: 5691551.81852033, Z: NaN",HOTEL VECELLIO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,5039/B    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,15
"X: 1372213.02473744, Y: 5692255.46000048, Z: NaN",RESIDENZA CANNAREGIO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,3210/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,64,157
"X: 1373300.52558035, Y: 5691296.36030551, Z: NaN",HOTEL CA' D'ORO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4604",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,45
"X: 1373336.85010374, Y: 5691060.40150558, Z: NaN",HOTEL AL SOTOPORTEGO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,5595/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,15
"X: 1373336.85010374, Y: 5691060.40150558, Z: NaN",ALBERGO AL SOTOPORTEGO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,5595/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,15
"X: 1371862.5924656, Y: 5691766.76746132, Z: NaN",HOTEL CÀ BONFADINI,GHP SRL,"CANNAREGIO,461",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,0410986297     ,info@cabonfadini.com,CENTRO STORICO,0,18,42
"X: 1372599.3301206, Y: 5691996.13390595, Z: NaN",AI MORI D'ORIENTE DEP 4,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,3319",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,12,25
